City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,mccomb,31.2438,-90.4531,28.34,89,20,0.0,US,1719795841
365,saint-philippe,-21.3585,55.7679,18.77,74,32,1.05,RE,1719795841
366,al kharijah,25.4514,30.5464,29.29,29,4,3.2,EG,1719795841
367,sao joao da barra,-21.6403,-41.0511,20.05,76,100,3.88,BR,1719795724
368,kruisfontein,-34.0033,24.7314,13.32,87,100,0.69,ZA,1719795841
369,chonchi,-42.6128,-73.8092,4.56,91,98,0.67,CL,1719795841
370,igarka,67.4667,86.5833,9.37,59,100,3.0,RU,1719795841
371,tagaw-bay,35.6994,66.0616,17.15,53,0,1.29,AF,1719795841
372,bukama,-9.2,25.85,19.28,52,10,0.83,CD,1719795842
373,connell,46.6635,-118.8611,29.31,36,3,0.89,US,1719795842
374,bonthe,7.5264,-12.505,24.68,91,100,3.71,SL,1719795842
375,north bend,43.4065,-124.2243,23.32,77,0,5.14,US,1719795842
376,shimoda,34.6667,138.95,26.2,95,100,8.9,JP,1719795692
377,port macquarie,-31.4333,152.9167,16.05,76,98,0.45,AU,1719795842
378,ramapuram,13.1167,79.2,27.2,67,100,4.25,IN,1719795842
379,crane,31.3974,-102.3501,33.98,31,0,9.99,US,1719795842
380,chornomors'k,46.305,30.6548,22.84,47,0,3.87,UA,1719795842
381,sultanah,24.4926,39.5857,35.25,8,0,3.09,SA,1719795842
382,qamdo,31.1667,97.2333,8.45,69,0,1.64,CN,1719795842
383,xinzhi,36.4989,111.7047,22.41,69,100,4.1,CN,1719795842
384,kolonia town,6.964,158.206,30.06,79,75,3.6,FM,1719795842
385,chinsali,-10.5414,32.0816,11.95,70,0,2.09,ZM,1719795842
386,jaisalmer,26.9147,70.9181,30.49,71,41,6.63,IN,1719795842
387,gereida,11.2811,25.1414,28.89,48,82,0.46,SD,1719795842
388,kittila,67.6647,24.8936,10.08,87,0,1.54,FI,1719795842
389,saldanha,-33.0117,17.9442,14.03,87,100,3.66,ZA,1719795842
390,broome,42.2506,-75.833,17.46,79,2,1.34,US,1719795842
391,san luis de la loma,17.2706,-100.8939,26.83,85,85,1.17,MX,1719795843
392,siwa oasis,29.2041,25.5195,27.18,43,0,2.96,EG,1719795691
393,val-d'or,48.1002,-77.7828,16.05,55,40,5.14,CA,1719795843
394,prieska,-29.6641,22.7474,14.78,38,75,3.81,ZA,1719795843
395,la peca,-5.6111,-78.435,21.21,84,40,1.98,PE,1719795843
396,ambatondrazaka,-17.8333,48.4167,13.83,87,100,1.83,MG,1719795843
397,lensk,60.7253,114.9278,30.02,43,23,4.43,RU,1719795843
398,paita,-5.0892,-81.1144,18.49,84,6,5.12,PE,1719795843
399,guatire,10.4762,-66.5427,23.04,98,57,0.91,VE,1719795783
400,trenggalek,-8.05,111.7167,24.78,90,100,2.38,ID,1719795843
401,suwayr,30.1171,40.3893,29.52,20,0,6.27,SA,1719795843
402,borzya,50.3833,116.5167,26.01,38,38,1.78,RU,1719795843
403,susanville,40.4163,-120.653,27.68,31,82,4.02,US,1719795600
404,pacific grove,36.6177,-121.9166,23.23,72,0,4.63,US,1719795843
405,ciudad guadalupe victoria,24.4497,-104.1225,25.61,33,70,7.46,MX,1719795843
406,naze,28.3667,129.4833,28.51,77,98,6.37,JP,1719795843
407,fortuna,40.5982,-124.1573,17.51,86,0,6.17,US,1719795843
408,pahrump,36.2083,-115.9839,39.13,7,0,5.36,US,1719795844
409,ha'il,27.5219,41.6907,32.01,12,0,8.23,SA,1719795844
410,acarau,-2.8856,-40.12,25.85,76,35,5.68,BR,1719795844
411,kota,25.1833,75.8333,27.67,80,100,5.25,IN,1719795844
412,port lincoln,-34.7333,135.8667,12.25,67,97,1.66,AU,1719795844
413,mazagao,-0.115,-51.2894,28.03,96,30,1.42,BR,1719795844
414,kharkhorin,47.1975,102.8238,20.4,46,0,1.4,MN,1719795844
415,brookfield,43.0606,-88.1065,17.16,69,0,3.09,US,1719795823
416,huaidian,33.4333,115.0333,32.08,53,6,2.15,CN,1719795844
417,darnah,32.767,22.6367,24.52,73,0,7.15,LY,1719795844
418,suntar,62.1444,117.6319,27.34,50,6,4.06,RU,1719795844
419,port douglas,-16.4833,145.4667,24.53,67,44,4.54,AU,1719795844
420,nagqu,31.5,92.0,7.14,60,98,2.48,CN,1719795844
421,arteche,12.2645,125.4048,28.55,77,100,0.19,PH,1719795845
422,nyagan,62.1406,65.3936,14.18,91,98,3.77,RU,1719795845
423,sa kaeo,13.75,102.3333,25.81,90,100,2.68,TH,1719795845
424,new norfolk,-42.7826,147.0587,8.29,70,13,0.87,AU,1719795845
425,merta,26.65,74.0333,28.6,75,100,4.53,IN,1719795845
426,udachny,66.4167,112.4,13.89,68,100,3.71,RU,1719795672
427,rosso,16.4986,-15.8153,23.97,82,56,7.4,SN,1719795845
428,ulubey,40.8721,37.7588,18.07,94,99,1.1,TR,1719795845
429,multan,30.1956,71.4753,34.94,59,0,6.17,PK,1719795610
430,sovetskaya gavan',48.9723,140.2878,16.78,58,94,3.96,RU,1719795845
431,bubaque,11.2833,-15.8333,27.4,83,100,5.45,GW,1719795845
432,lata,40.1629,-8.3327,16.07,98,30,0.79,PT,1719795845
433,tazovsky,67.4667,78.7,6.77,97,100,6.33,RU,1719795845
434,kyren,51.6828,102.1408,25.32,45,4,0.48,RU,1719795845
435,takum,7.2667,9.9833,23.61,92,84,1.76,NG,1719795845
436,andergrove,-21.0833,149.1833,26.47,77,0,1.26,AU,1719795845
437,dalandzadgad,43.5708,104.425,20.82,39,10,1.48,MN,1719795846
438,zhytkavichy,52.2168,27.8561,20.33,79,0,2.89,BY,1719795846
439,codrington,-38.2667,141.9667,11.02,61,100,4.13,AU,1719795846
440,vernon,50.2581,-119.2691,21.74,64,100,1.79,CA,1719795846
441,lufilufi,-13.8745,-171.5986,31.88,79,53,7.45,WS,1719795846
442,talcahuano,-36.7167,-73.1167,8.82,93,40,1.03,CL,1719795610
443,bulayevo,54.9056,70.4439,16.77,85,37,0.65,KZ,1719795846
444,pades,45.0167,22.85,21.13,60,29,2.33,RO,1719795846
445,sliven,42.6858,26.3292,16.2,68,0,0.67,BG,1719795846
446,kapoeta,4.7717,33.5903,26.68,46,42,7.67,SS,1719795846
447,le moule,16.3332,-61.3473,29.02,79,15,9.04,GP,1719795846
448,nabire,-3.3667,135.4833,24.63,95,100,1.32,ID,1719795846
449,tucuma,-0.1833,-50.05,24.86,93,75,2.86,BR,1719795675
450,aykhal,66.0,111.5,13.64,77,100,2.47,RU,1719795846
451,campbellton,48.0075,-66.6727,19.25,95,0,2.39,CA,1719795692
452,lukolela,-1.0605,17.1821,23.25,54,38,0.66,CD,1719795846
453,nema,57.5067,50.5011,16.79,80,81,2.72,RU,1719795846
454,conception bay south,47.4999,-52.9981,16.53,91,100,8.04,CA,1719795669
455,zima,53.9202,102.0442,23.57,50,0,2.74,RU,1719795608
456,den chai,17.9837,100.0522,27.04,98,100,1.26,TH,1719795847
457,sitangkai,4.6628,119.3928,27.36,77,100,2.61,PH,1719795847
458,mugia,43.1041,-9.2179,16.2,94,11,4.04,ES,1719795847
459,oswego,43.4501,-76.1497,18.84,92,100,5.85,US,1719795599
460,nizhniy kuranakh,58.8353,125.4869,24.17,64,5,2.71,RU,1719795847
461,west plains,36.7281,-91.8524,26.16,74,31,2.68,US,1719795622
462,byron bay,-28.65,153.6167,14.84,90,100,4.6,AU,1719795847
463,mandalgovi,45.7625,106.2708,19.87,37,6,4.16,MN,1719795847
464,mount pearl,47.5166,-52.7813,16.19,90,100,7.2,CA,1719795847
465,masterton,-40.9597,175.6575,13.94,79,100,5.13,NZ,1719795847
466,tvoroyri,61.5556,-6.8111,10.01,93,100,6.03,FO,1719795847
467,hafar al-batin,28.4328,45.9708,31.32,14,0,0.0,SA,1719795847
468,pandan,14.0453,124.1694,29.85,71,7,2.23,PH,1719795847
469,rapid valley,44.0625,-103.1463,28.68,49,0,8.23,US,1719795847
470,filadelfia,39.9523,-75.1638,24.53,95,75,4.12,US,1719795794
471,nahiyat ash shinafiyah,31.5874,44.6602,35.34,9,4,2.37,IQ,1719795847
472,lianghu,29.9915,120.8985,25.83,96,100,1.0,CN,1719795847
473,natal,-5.795,-35.2094,23.36,88,0,1.54,BR,1719795589
474,stornoway,58.2093,-6.3865,11.13,92,100,5.14,GB,1719795848
475,loei,17.4167,101.5,21.65,95,100,2.0,TH,1719795848
476,lubliniec,50.669,18.6844,19.27,78,100,4.3,PL,1719795848
477,ryotsu-minato,38.0833,138.4333,22.55,86,100,4.34,JP,1719795848
478,chelyabinsk,55.1544,61.4297,10.05,84,0,4.0,RU,1719795848
479,la sarre,48.8002,-79.1996,12.38,71,5,2.31,CA,1719795703
480,valdez,1.2492,-78.9831,25.93,86,100,3.7,EC,1719795848
481,mabaruma,8.2,-59.7833,23.99,94,98,0.69,GY,1719795848
482,belogradchik,43.6272,22.6836,22.18,89,100,1.76,BG,1719795848
483,souillac,-20.5167,57.5167,21.21,94,75,3.09,MU,1719795848
484,porto de moz,-1.7483,-52.2383,25.02,88,94,1.63,BR,1719795848
485,chinde,26.8418,88.0763,20.57,93,98,0.72,NP,1719795848
486,sathyamangalam,11.5167,77.25,25.4,88,100,0.42,IN,1719795848
487,labuan,5.2767,115.2417,25.2,100,40,0.0,MY,1719795848
488,calama,-22.4667,-68.9333,12.27,8,0,2.57,CL,1719795611
489,bhimunipatnam,17.8833,83.4333,26.73,79,100,7.96,IN,1719795848
490,horta,38.5333,-28.6333,20.57,85,0,8.05,PT,1719795848
491,skagen,57.7209,10.5839,14.69,76,10,9.13,DK,1719795848
492,mombetsu,44.3525,143.3525,17.01,100,75,6.17,JP,1719795849
493,medina,24.4686,39.6142,35.24,8,0,3.09,SA,1719795849
494,dwarka,22.2394,68.9678,28.54,87,100,7.84,IN,1719795849
495,arafat,21.3594,39.9664,30.64,31,6,1.68,SA,1719795849
496,alpena,45.0617,-83.4327,16.18,65,0,5.14,US,1719795849
497,el calafate,-50.3408,-72.2768,0.12,88,42,2.47,AR,1719795849
498,ormara,25.2088,64.6357,28.64,88,100,7.39,PK,1719795849
499,dire,12.2833,-10.9667,26.11,76,100,1.37,ML,1719795849
500,howrah,22.5892,88.3103,29.0,89,75,1.54,IN,1719795623
501,raton,36.9034,-104.4391,25.34,47,75,7.72,US,1719795849
502,sinop,41.7711,34.8709,15.92,70,0,2.77,TR,1719795849
503,yilan,24.757,121.753,32.96,60,17,1.34,TW,1719795849
504,squamish,49.7014,-123.1512,23.36,61,87,3.6,CA,1719795849
505,takoradi,4.8845,-1.7554,24.21,92,100,3.01,GH,1719795849
506,dzilam gonzalez,21.2833,-88.9333,28.18,73,100,3.36,MX,1719795849
507,velikiye luki,56.34,30.5452,16.52,88,0,3.18,RU,1719795849
508,guanica,17.9716,-66.908,28.88,63,100,5.87,PR,1719795850
509,hobyo,5.3505,48.5268,25.68,77,93,9.28,SO,1719795850
510,karratha,-20.7377,116.8463,20.65,39,0,9.18,AU,1719795850
511,kone,-21.0595,164.8658,26.3,46,85,1.9,NC,1719795850
512,barcelos,41.5388,-8.6151,17.69,94,0,0.88,PT,1719795850
513,tarumovka,44.0761,46.5361,18.29,64,14,3.29,RU,1719795850
514,belomorsk,64.5232,34.7668,16.3,61,100,1.96,RU,1719795850
515,magadan,59.5667,150.8,8.16,97,100,4.63,RU,1719795850
516,zvishavane,-20.3267,30.0665,11.78,49,0,1.05,ZW,1719795850
517,salmon arm,50.6998,-119.3024,21.62,68,100,1.03,CA,1719795850
518,vorgashor,67.5833,63.95,2.16,76,24,5.05,RU,1719795850
519,greymouth,-42.4667,171.2,10.63,93,100,6.81,NZ,1719795850
520,livny,52.4253,37.6069,18.89,89,0,2.07,RU,1719795850
521,isangel,-19.55,169.2667,27.06,65,40,5.14,VU,1719795850
522,kokpekty,48.75,82.4,18.9,85,100,2.2,KZ,1719795850
523,coyhaique,-45.5752,-72.0662,3.34,98,47,2.96,CL,1719795850
524,kavaratti,10.5669,72.642,27.78,82,100,6.07,IN,1719795850
525,annau,37.8876,58.516,24.72,50,75,8.23,TM,1719795850
526,paka,4.6374,103.4368,23.96,94,20,0.0,MY,1719795850
527,princeville,45.7668,-61.2985,19.78,97,100,3.6,CA,1719795850
528,chui,-33.6971,-53.4616,4.62,80,10,4.01,UY,1719795669
529,mudgee,-32.5943,149.5871,10.34,51,19,3.07,AU,1719795850
530,sur,22.5667,59.5289,32.9,59,100,2.53,OM,1719795851
531,wainwright,52.839,-110.8572,15.39,87,100,3.32,CA,1719795712
532,kimbe,-5.5502,150.1429,32.1,56,36,0.99,PG,1719795851
533,nushki,29.5542,66.0215,30.5,33,2,3.55,PK,1719795851
534,santa cruz,-17.8,-63.1667,15.7,33,75,2.06,BO,1719795638
535,westerland,54.9079,8.3033,15.01,72,100,5.14,DE,1719795851
536,yelizovo,53.1873,158.3805,12.08,76,75,6.0,RU,1719795851
537,udon thani,17.3333,102.8333,29.9,100,20,1.03,TH,1719795851
538,iquique,-20.2208,-70.1431,15.02,80,27,1.96,CL,1719795608
539,spasskoye,44.6108,132.7969,18.39,73,0,3.67,RU,1719795851
540,newport,51.5877,-2.9984,13.95,82,11,2.86,GB,1719795653
541,east ballina,-28.8667,153.5833,14.89,86,100,5.85,AU,1719795851
542,kumylzhenskaya,49.8809,42.5898,19.61,64,14,1.08,RU,1719795851
543,yalihuyuk,37.3008,32.0855,15.68,55,0,1.66,TR,1719795851
544,vizinga,61.0749,50.1031,16.45,84,19,2.85,RU,1719795851
545,vershino-darasunskiy,52.35,115.5167,27.07,35,21,1.19,RU,1719795851
546,cobram,-35.9167,145.65,8.57,57,0,2.36,AU,1719795851
547,salmas,38.1973,44.7653,15.64,80,2,1.2,IR,1719795851
548,archangelos,36.2149,28.1149,25.99,49,0,2.7,GR,1719795852
549,bridgewater,44.3835,-64.5155,21.17,95,100,5.66,CA,1719795852
550,usinsk,65.9939,57.5281,5.97,84,100,5.39,RU,1719795852
551,grand falls-windsor,48.9332,-55.6649,16.39,86,100,0.45,CA,1719795852
552,itupiranga,-5.1347,-49.3267,28.18,77,3,1.26,BR,1719795852
553,jalal-abad,40.9333,73.0,23.8,49,97,1.38,KG,1719795852
554,castillos,-34.1667,-53.8333,4.33,76,46,4.21,UY,1719795852
555,shubarshi,48.5872,57.1869,14.86,72,87,6.1,KZ,1719795852
556,phan thiet,10.9333,108.1,28.63,75,100,2.82,VN,1719795678
557,hacienda huancane,-15.8222,-70.8856,2.79,47,0,2.75,PE,1719795852
558,gadzhiyevo,69.2551,33.3362,9.13,95,100,2.55,RU,1719795852
559,sanga-sanga,5.0725,119.7853,26.8,84,100,3.1,PH,1719795852
560,bamboo flat,11.7,92.7167,27.16,82,100,4.27,IN,1719795852
561,zhengjiatun,43.5064,123.5064,24.32,42,100,5.37,CN,1719795852
562,lethem,3.3803,-59.7968,23.88,90,21,2.78,GY,1719795852
563,kirensk,57.7853,108.1119,28.64,43,0,3.07,RU,1719795852
564,novyy urengoy,66.0833,76.6333,6.47,85,100,9.84,RU,1719795852
565,omdurman,15.6445,32.4777,33.32,29,39,5.21,SD,1719795852
566,olonets,60.9847,32.9698,12.51,72,11,2.72,RU,1719795853
567,phalodi,27.1333,72.3667,29.95,73,100,7.71,IN,1719795853
568,brisas barra de suchiate,14.55,-92.2167,26.1,85,100,4.45,MX,1719795853
569,hassleholm,56.1591,13.7664,11.88,98,20,2.23,SE,1719795853
570,biltine,14.5333,20.9167,26.82,58,100,8.55,TD,1719795560
571,yigo village,13.5361,144.8886,27.08,91,75,4.63,GU,1719795853
572,flying fish cove,-10.4217,105.6791,23.82,100,100,5.66,CX,1719795853
573,tsiombe,-25.3,45.4833,15.4,68,0,1.5,MG,1719795853
574,north walsham,52.8212,1.3875,13.3,85,20,5.81,GB,1719795853
575,camana,-16.6228,-72.7111,16.63,85,0,3.82,PE,1719795853
576,quellon,-43.1167,-73.6167,5.94,80,43,2.0,CL,1719795746
577,tari,12.4086,4.4914,29.88,58,98,4.2,NG,1719795853
578,fort bragg,35.139,-79.006,28.91,80,20,2.57,US,1719795853
579,floro,61.5996,5.0328,11.04,87,100,5.66,NO,1719795853
